year,period,periodName,latest,value,footnotes,calculations,DateTime,MonthOverMonth,3-Month,6-Month,YearOverYear
2012,M02,February,,130.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '-0.5', '6': '0.2', '12': '1.4'}}",2012-02-01,-0.1,-0.5,0.2,1.4
2012,M01,January,,130.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.2', '6': '0.2', '12': '1.8'}}",2012-01-01,0.0,0.2,0.2,1.8
2011,M12,December,,130.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '0.8', '6': '-0.1', '12': '2.3'}}",2011-12-01,-0.4,0.8,-0.1,2.3
2011,M11,November,,131.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '0.6', '6': '0.8', '12': '2.3'}}",2011-11-01,0.6,0.6,0.8,2.3
2011,M10,October,,130.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '-0.1', '6': '0.4', '12': '1.7'}}",2011-10-01,0.5,-0.1,0.4,1.7
2011,M09,September,,129.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '-0.8', '6': '0.4', '12': '0.8'}}",2011-09-01,-0.5,-0.8,0.4,0.8
2011,M08,August,,130.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '0.2', '6': '1.2', '12': '1.3'}}",2011-08-01,-0.1,0.2,1.2,1.3
2011,M07,July,,130.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '0.5', '6': '1.6', '12': '1.4'}}",2011-07-01,-0.2,0.5,1.6,1.4
2011,M06,June,,130.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.2', '6': '2.3', '12': '1.3'}}",2011-06-01,0.5,1.2,2.3,1.3
2011,M05,May,,130.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '1.0', '6': '1.4', '12': '0.4'}}",2011-05-01,0.2,1.0,1.4,0.4
2011,M04,April,,129.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.2', '6': '1.3', '12': '0.5'}}",2011-04-01,0.5,1.2,1.3,0.5
2011,M03,March,,129.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.1', '6': '0.4', '12': '-0.3'}}",2011-03-01,0.3,1.1,0.4,-0.3
2011,M02,February,,128.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.4', '6': '0.1', '12': '-1.5'}}",2011-02-01,0.3,0.4,0.1,-1.5
2011,M01,January,,128.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '0.2', '6': '-0.2', '12': '-1.8'}}",2011-01-01,0.5,0.2,-0.2,-1.8
2010,M12,December,,127.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '-0.7', '6': '-1.0', '12': '-2.5'}}",2010-12-01,-0.4,-0.7,-1.0,-2.5
2010,M11,November,,128.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '-0.3', '6': '-1.0', '12': '-2.3'}}",2010-11-01,0.1,-0.3,-1.0,-2.3
2010,M10,October,,128.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '-0.4', '6': '-0.8', '12': '-3.3'}}",2010-10-01,-0.4,-0.4,-0.8,-3.3
2010,M09,September,,128.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-0.3', '6': '-0.7', '12': '-1.2'}}",2010-09-01,0.0,-0.3,-0.7,-1.2
2010,M08,August,,128.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-0.7', '6': '-1.5', '12': '-0.8'}}",2010-08-01,0.0,-0.7,-1.5,-0.8
2010,M07,July,,128.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '-0.4', '6': '-1.5', '12': '-0.9'}}",2010-07-01,-0.3,-0.4,-1.5,-0.9
2010,M06,June,,129.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '-0.4', '6': '-1.5', '12': '-2.5'}}",2010-06-01,-0.4,-0.4,-1.5,-2.5
2010,M05,May,,129.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '-0.8', '6': '-1.3', '12': '-0.7'}}",2010-05-01,0.3,-0.8,-1.3,-0.7
2010,M04,April,,129.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '-1.1', '6': '-2.6', '12': '-1.1'}}",2010-04-01,-0.3,-1.1,-2.6,-1.1
2010,M03,March,,129.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.8', '3': '-1.1', '6': '-0.5', '12': '-0.9'}}",2010-03-01,-0.8,-1.1,-0.5,-0.9
2010,M02,February,,130.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-0.5', '6': '0.7', '12': '-0.1'}}",2010-02-01,0.0,-0.5,0.7,-0.1
2010,M01,January,,130.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '-1.4', '6': '0.6', '12': '-0.5'}}",2010-01-01,-0.3,-1.4,0.6,-0.5
2009,M12,December,,131.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '0.6', '6': '-1.0', '12': '-0.6'}}",2009-12-01,-0.2,0.6,-1.0,-0.6
2009,M11,November,,131.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-1.0', '3': '1.2', '6': '0.6', '12': '0.4'}}",2009-11-01,-1.0,1.2,0.6,0.4
2009,M10,October,,132.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.8', '3': '2.1', '6': '1.5', '12': '0.9'}}",2009-10-01,1.8,2.1,1.5,0.9
2009,M09,September,,130.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '-1.6', '6': '-0.4', '12': '1.0'}}",2009-09-01,0.4,-1.6,-0.4,1.0
2009,M08,August,,129.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '-0.5', '6': '-0.8', '12': '0.3'}}",2009-08-01,-0.1,-0.5,-0.8,0.3
2009,M07,July,,129.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-1.9', '3': '-0.6', '6': '-1.1', '12': '1.3'}}",2009-07-01,-1.9,-0.6,-1.1,1.3
2009,M06,June,,132.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.5', '3': '1.2', '6': '0.4', '12': '3.4'}}",2009-06-01,1.5,1.2,0.4,3.4
2009,M05,May,,130.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '-0.2', '6': '-0.2', '12': '2.4'}}",2009-05-01,-0.2,-0.2,-0.2,2.4
2009,M04,April,,130.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '-0.5', '6': '-0.5', '12': '2.0'}}",2009-04-01,-0.1,-0.5,-0.5,2.0
2009,M03,March,,130.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-0.8', '6': '1.4', '12': '2.4'}}",2009-03-01,0.0,-0.8,1.4,2.4
2009,M02,February,,130.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '0.0', '6': '1.1', '12': '2.1'}}",2009-02-01,-0.5,0.0,1.1,2.1
2009,M01,January,,131.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '0.0', '6': '2.5', '12': '2.8'}}",2009-01-01,-0.4,0.0,2.5,2.8
2008,M12,December,,131.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '2.2', '6': '3.0', '12': '4.1'}}",2008-12-01,0.8,2.2,3.0,4.1
2008,M11,November,,130.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '1.1', '6': '2.6', '12': '2.5'}}",2008-11-01,-0.5,1.1,2.6,2.5
2008,M10,October,,131.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.9', '3': '2.5', '6': '2.5', '12': '3.6'}}",2008-10-01,1.9,2.5,2.5,3.6
2008,M09,September,,128.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '0.7', '6': '1.0', '12': '4.2'}}",2008-09-01,-0.3,0.7,1.0,4.2
2008,M08,August,,129.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.9', '3': '1.5', '6': '1.0', '12': '2.4'}}",2008-08-01,0.9,1.5,1.0,2.4
2008,M07,July,,128.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.0', '6': '0.3', '12': '1.5'}}",2008-07-01,0.1,0.0,0.3,1.5
2008,M06,June,,128.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '0.3', '6': '1.1', '12': '1.3'}}",2008-06-01,0.5,0.3,1.1,1.3
2008,M05,May,,127.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '-0.5', '6': '-0.1', '12': '1.4'}}",2008-05-01,-0.5,-0.5,-0.1,1.4
2008,M04,April,,128.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.3', '6': '1.1', '12': '2.2'}}",2008-04-01,0.4,0.3,1.1,2.2
2008,M03,March,,127.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '0.8', '6': '3.2', '12': '0.7'}}",2008-03-01,-0.3,0.8,3.2,0.7
2008,M02,February,,128.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.4', '6': '1.3', '12': '1.4'}}",2008-02-01,0.2,0.4,1.3,1.4
2008,M01,January,,127.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.9', '3': '0.8', '6': '1.2', '12': '0.2'}}",2008-01-01,0.9,0.8,1.2,0.2
